Date	USD
2/8/10	1.3675
2/9/10	1.376
2/10/10	1.374
2/11/10	1.3718
2/12/10	1.3572
2/15/10	1.3607
2/16/10	1.3649
2/17/10	1.3726
2/18/10	1.3567
2/19/10	1.3519
2/22/10	1.3626
2/23/10	1.3577
2/24/10	1.3547
2/25/10	1.3489
2/26/10	1.357
3/1/10	1.3525
3/2/10	1.3548
3/3/10	1.3641
3/4/10	1.3668
3/5/10	1.3582
3/8/10	1.3662
3/9/10	1.3557
3/10/10	1.361
3/11/10	1.3657
3/12/10	1.3765
3/15/10	1.3705
3/16/10	1.3723
3/17/10	1.3756
3/18/10	1.366
3/19/10	1.3548
3/22/10	1.3471
3/23/10	1.3519
3/24/10	1.3338
3/25/10	1.3356
3/26/10	1.3353
3/29/10	1.3471
3/30/10	1.3482
3/31/10	1.3479
4/1/10	1.3468
4/6/10	1.3396
4/7/10	1.334
4/8/10	1.3296
4/9/10	1.3384
4/12/10	1.3585
4/13/10	1.3583
4/14/10	1.3615
4/15/10	1.3544
4/16/10	1.3535
4/19/10	1.3432
4/20/10	1.3486
4/21/10	1.3373
4/22/10	1.3339
4/23/10	1.3311
4/26/10	1.3321
4/27/10	1.329
4/28/10	1.3245
4/29/10	1.3256
4/30/10	1.3315
5/3/10	1.3238
5/4/10	1.3089
5/5/10	1.2924
5/6/10	1.2727
5/7/10	1.2746
5/10/10	1.2969
5/11/10	1.2698
5/12/10	1.2686
5/13/10	1.2587
5/14/10	1.2492
5/17/10	1.2349
5/18/10	1.2428
5/19/10	1.227
5/20/10	1.2334
5/21/10	1.2497
5/24/10	1.236
5/25/10	1.2223
5/26/10	1.2309
5/27/10	1.2255
5/28/10	1.2384
5/31/10	1.2307
6/1/10	1.2155
6/2/10	1.2218
6/3/10	1.2268
6/4/10	1.206
6/7/10	1.1959
6/8/10	1.1942
6/9/10	1.201
6/10/10	1.2045
6/11/10	1.2127
6/14/10	1.2249
6/15/10	1.2258
6/16/10	1.2277
6/17/10	1.2363
6/18/10	1.2372
6/21/10	1.2391
6/22/10	1.2258
6/23/10	1.2271
6/24/10	1.2262
6/25/10	1.2294
6/28/10	1.2339
6/29/10	1.2198
6/30/10	1.2271
7/1/10	1.2328
7/2/10	1.2548
7/5/10	1.2531
7/6/10	1.2579
7/7/10	1.2567
7/8/10	1.266
7/9/10	1.2637
7/12/10	1.2572
7/13/10	1.2569
7/14/10	1.2703
7/15/10	1.2828
7/16/10	1.3
7/19/10	1.2957
7/20/10	1.2844
7/21/10	1.2817
7/22/10	1.285
7/23/10	1.2897
7/26/10	1.2931
7/27/10	1.3033
7/28/10	1.2992
7/29/10	1.3069
7/30/10	1.3028
8/2/10	1.3073
8/3/10	1.3221
8/4/10	1.3206
8/5/10	1.3184
8/6/10	1.3176
8/9/10	1.3253
8/10/10	1.3133
8/11/10	1.3016
8/12/10	1.279
8/13/10	1.2799
8/16/10	1.282
8/17/10	1.286
8/18/10	1.288
8/19/10	1.2836
8/20/10	1.2711
8/23/10	1.2704
8/24/10	1.2611
8/25/10	1.2613
8/26/10	1.2693
8/27/10	1.2713
8/30/10	1.27
8/31/10	1.268
9/1/10	1.28
9/2/10	1.2818
9/3/10	1.2834
9/6/10	1.2874
9/7/10	1.2744
9/8/10	1.2697
9/9/10	1.2715
9/10/10	1.2725
9/13/10	1.2801
9/14/10	1.285
9/15/10	1.2989
9/16/10	1.3078
9/17/10	1.306
9/20/10	1.3074
9/21/10	1.312
9/22/10	1.3364
9/23/10	1.3323
9/24/10	1.3412
9/27/10	1.3477
9/28/10	1.346
9/29/10	1.3611
9/30/10	1.3648
10/1/10	1.3726
10/4/10	1.3705
10/5/10	1.378
10/6/10	1.3856
10/7/10	1.397
10/8/10	1.3874
10/11/10	1.3936
10/12/10	1.3833
10/13/10	1.3958
10/14/10	1.4101
10/15/10	1.4089
10/18/10	1.3896
10/19/10	1.3859
10/20/10	1.3861
10/21/10	1.4016
10/22/10	1.3934
10/25/10	1.4031
10/26/10	1.3912
10/27/10	1.3803
10/28/10	1.3857
10/29/10	1.3857
11/1/10	1.3926
11/2/10	1.4018
11/3/10	1.4014
11/4/10	1.4244
11/5/10	1.4084
11/8/10	1.3917
11/9/10	1.3945
11/10/10	1.377
11/11/10	1.37
11/12/10	1.3711
11/15/10	1.3626
11/16/10	1.3612
11/17/10	1.3481
11/18/10	1.3647
11/19/10	1.3674
11/22/10	1.3647
11/23/10	1.3496
11/24/10	1.3339
11/25/10	1.3321
11/26/10	1.3225
11/29/10	1.3146
11/30/10	1.2998
12/1/10	1.3115
12/2/10	1.3155
12/3/10	1.3246
12/6/10	1.328
12/7/10	1.3363
12/8/10	1.32
12/9/10	1.3214
12/10/10	1.3244
12/13/10	1.3267
12/14/10	1.3435
12/15/10	1.336
12/16/10	1.3238
12/17/10	1.326
12/20/10	1.3147
12/21/10	1.3155
12/22/10	1.3112
12/23/10	1.3064
12/24/10	1.3099
12/27/10	1.3136
12/28/10	1.3195
12/29/10	1.3136
12/30/10	1.328
12/31/10	1.3362
1/3/11	1.3348
1/4/11	1.3421
1/5/11	1.3213
1/6/11	1.3091
1/7/11	1.2961
1/10/11	1.2903
1/11/11	1.2948
1/12/11	1.2973
1/13/11	1.3199
1/14/11	1.3349
1/17/11	1.3311
1/18/11	1.3371
1/19/11	1.3506
1/20/11	1.3472
1/21/11	1.3521
1/24/11	1.3571
1/25/11	1.3596
1/26/11	1.3681
1/27/11	1.3716
1/28/11	1.371
1/31/11	1.3692
2/1/11	1.3755
2/2/11	1.3803
2/3/11	1.3745
2/4/11	1.3631
2/7/11	1.3553
2/8/11	1.3635
2/9/11	1.3647
2/10/11	1.3604
2/11/11	1.3524
2/14/11	1.344
2/15/11	1.351
2/16/11	1.351
2/17/11	1.356
2/18/11	1.3627
2/21/11	1.3668
2/22/11	1.3667
2/23/11	1.3731
2/24/11	1.3773
2/25/11	1.3762
2/28/11	1.3834
3/1/11	1.3825
3/2/11	1.3809
3/3/11	1.385
3/4/11	1.3957
3/7/11	1.4028
3/8/11	1.3898
3/9/11	1.3928
3/10/11	1.3817
3/11/11	1.3773
3/14/11	1.3948
3/15/11	1.3884
3/16/11	1.3951
3/17/11	1.4004
3/18/11	1.413
3/21/11	1.4194
3/22/11	1.4211
3/23/11	1.4136
3/24/11	1.4128
3/25/11	1.4115
3/28/11	1.4032
3/29/11	1.4066
3/30/11	1.409
3/31/11	1.4207
4/1/11	1.4141
4/4/11	1.424
4/5/11	1.4166
4/6/11	1.43
4/7/11	1.4283
4/8/11	1.4401
4/11/11	1.4434
4/12/11	1.447
4/13/11	1.4493
4/14/11	1.4401
4/15/11	1.445
4/18/11	1.4275
4/19/11	1.4302
4/20/11	1.4515
4/21/11	1.4584
4/26/11	1.4617
4/27/11	1.4668
4/28/11	1.4794
4/29/11	1.486
5/2/11	1.4837
5/3/11	1.478
5/4/11	1.4882
5/5/11	1.4814
5/6/11	1.4501
5/9/11	1.4397
5/10/11	1.4358
5/11/11	1.4357
5/12/11	1.4153
5/13/11	1.428
5/16/11	1.4143
5/17/11	1.4171
5/18/11	1.4227
5/19/11	1.4265
5/20/11	1.4237
5/23/11	1.402
5/24/11	1.4089
5/25/11	1.4069
5/26/11	1.4168
5/27/11	1.4265
5/30/11	1.4272
5/31/11	1.4385
6/1/11	1.4408
6/2/11	1.446
6/3/11	1.4488
6/6/11	1.4596
6/7/11	1.4652
6/8/11	1.4608
6/9/11	1.4614
6/10/11	1.4486
6/13/11	1.4354
6/14/11	1.4448
6/15/11	1.4292
6/16/11	1.4088
6/17/11	1.427
6/20/11	1.4235
6/21/11	1.4373
6/22/11	1.4397
6/23/11	1.4212
6/24/11	1.422
6/27/11	1.4205
6/28/11	1.4261
6/29/11	1.4425
6/30/11	1.4453
7/1/11	1.4488
7/4/11	1.45
7/5/11	1.4461
7/6/11	1.4318
7/7/11	1.4247
7/8/11	1.4242
7/11/11	1.4056
7/12/11	1.3975
7/13/11	1.4073
7/14/11	1.4202
7/15/11	1.4146
7/18/11	1.4045
7/19/11	1.416
7/20/11	1.4207
7/21/11	1.4222
7/22/11	1.4391
7/25/11	1.438
7/26/11	1.4471
7/27/11	1.4446
7/28/11	1.426
7/29/11	1.426
8/1/11	1.4415
8/2/11	1.417
8/3/11	1.43
8/4/11	1.4229
8/5/11	1.4155
8/8/11	1.4225
8/9/11	1.4267
8/10/11	1.4367
8/11/11	1.4143
8/12/11	1.425
8/15/11	1.4309
8/16/11	1.436
8/17/11	1.4477
8/18/11	1.4369
8/19/11	1.4385
8/22/11	1.4413
8/23/11	1.4462
8/24/11	1.4433
8/25/11	1.4424
8/26/11	1.4402
8/29/11	1.4487
8/30/11	1.4402
8/31/11	1.445
9/1/11	1.4285
9/2/11	1.4255
9/5/11	1.4126
9/6/11	1.4099
9/7/11	1.4036
9/8/11	1.4044
9/9/11	1.3817
9/12/11	1.3656
9/13/11	1.3645
9/14/11	1.3729
9/15/11	1.3795
9/16/11	1.376
9/19/11	1.3641
9/20/11	1.371
9/21/11	1.3636
9/22/11	1.3448
9/23/11	1.343
9/26/11	1.35
9/27/11	1.3579
9/28/11	1.3631
9/29/11	1.3615
9/30/11	1.3503
10/3/11	1.3327
10/4/11	1.3181
10/5/11	1.3337
10/6/11	1.3269
10/7/11	1.3434
10/10/11	1.3593
10/11/11	1.3607
10/12/11	1.3766
10/13/11	1.3727
10/14/11	1.3807
10/17/11	1.3776
10/18/11	1.3676
10/19/11	1.3828
10/20/11	1.3807
10/21/11	1.3798
10/24/11	1.3856
10/25/11	1.3918
10/26/11	1.3927
10/27/11	1.4038
10/28/11	1.416
10/31/11	1.4001
11/1/11	1.3627
11/2/11	1.3809
11/3/11	1.3773
11/4/11	1.3773
11/7/11	1.3742
11/8/11	1.3788
11/9/11	1.3633
11/10/11	1.3616
11/11/11	1.365
11/14/11	1.3659
11/15/11	1.3532
11/16/11	1.3484
11/17/11	1.348
11/18/11	1.3576
11/21/11	1.3458
11/22/11	1.3535
11/23/11	1.3387
11/24/11	1.3373
11/25/11	1.3229
11/28/11	1.3348
11/29/11	1.3336
11/30/11	1.3418
12/1/11	1.3492
12/2/11	1.3511
12/5/11	1.3442
12/6/11	1.3394
12/7/11	1.3377
12/8/11	1.341
12/9/11	1.3384
12/12/11	1.3251
12/13/11	1.3181
12/14/11	1.2993
12/15/11	1.3019
12/16/11	1.3064
12/19/11	1.3039
12/20/11	1.3074
12/21/11	1.3054
12/22/11	1.3047
12/23/11	1.3057
12/27/11	1.3069
12/28/11	1.3074
12/29/11	1.2889
12/30/11	1.2939
1/2/12	1.2935
1/3/12	1.3014
1/4/12	1.2948
1/5/12	1.2832
1/6/12	1.2776
1/9/12	1.2728
1/10/12	1.2808
1/11/12	1.2718
1/12/12	1.2736
1/13/12	1.2771
1/16/12	1.2669
1/17/12	1.279
1/18/12	1.2831
1/19/12	1.2911
1/20/12	1.2902
1/23/12	1.3017
1/24/12	1.3003
1/25/12	1.2942
1/26/12	1.3145
1/27/12	1.3145
1/30/12	1.311
1/31/12	1.3176
2/1/12	1.3175
2/2/12	1.3094
2/3/12	1.316
2/6/12	1.3042
2/7/12	1.3113
2/8/12	1.3274
2/9/12	1.3288
2/10/12	1.3189
2/13/12	1.3254
2/14/12	1.3169
2/15/12	1.3092
2/16/12	1.2982
2/17/12	1.3159
2/20/12	1.3266
2/21/12	1.3222
2/22/12	1.323
2/23/12	1.33
2/24/12	1.3412
2/27/12	1.3388
2/28/12	1.3454
2/29/12	1.3443
3/1/12	1.3312
3/2/12	1.3217
3/5/12	1.322
3/6/12	1.3153
3/7/12	1.312
3/8/12	1.3242
3/9/12	1.3191
3/12/12	1.3119
3/13/12	1.3057
3/14/12	1.3062
3/15/12	1.3057
3/16/12	1.3116
3/19/12	1.315
3/20/12	1.3198
3/21/12	1.3225
3/22/12	1.3167
3/23/12	1.3242
3/26/12	1.3276
3/27/12	1.3333
3/28/12	1.3337
3/29/12	1.3272
3/30/12	1.3356
4/2/12	1.3319
4/3/12	1.3315
4/4/12	1.3142
4/5/12	1.3068
4/10/12	1.3114
4/11/12	1.3131
4/12/12	1.3153
4/13/12	1.3148
4/16/12	1.3024
4/17/12	1.3132
4/18/12	1.3093
4/19/12	1.3086
4/20/12	1.3192
4/23/12	1.3131
4/24/12	1.3161
4/25/12	1.3206
4/26/12	1.3215
4/27/12	1.3229
4/30/12	1.3214
5/2/12	1.3131
5/3/12	1.3123
5/4/12	1.3132
5/7/12	1.3033
5/8/12	1.3025
5/9/12	1.295
5/10/12	1.2961
5/11/12	1.2944
5/14/12	1.2863
5/15/12	1.2843
5/16/12	1.2738
5/17/12	1.2682
5/18/12	1.2721
5/21/12	1.275
5/22/12	1.2768
5/23/12	1.2659
5/24/12	1.2557
5/25/12	1.2546
5/28/12	1.2566
5/29/12	1.2523
5/30/12	1.2438
5/31/12	1.2403
6/1/12	1.2322
6/4/12	1.2437
6/5/12	1.2429
6/6/12	1.2485
6/7/12	1.2595
6/8/12	1.2468
6/11/12	1.2544
6/12/12	1.2492
6/13/12	1.2534
6/14/12	1.2551
6/15/12	1.2596
6/18/12	1.2618
6/19/12	1.2619
6/20/12	1.2704
6/21/12	1.267
6/22/12	1.2539
6/25/12	1.2488
6/26/12	1.2475
6/27/12	1.2478
6/28/12	1.2418
6/29/12	1.259
7/2/12	1.2593
7/3/12	1.2575
7/4/12	1.256
7/5/12	1.2426
7/6/12	1.2377
7/9/12	1.2293
7/10/12	1.2285
7/11/12	1.226
7/12/12	1.2178
7/13/12	1.2185
7/16/12	1.2177
7/17/12	1.2281
7/18/12	1.2234
7/19/12	1.2287
7/20/12	1.22
7/23/12	1.2105
7/24/12	1.2089
7/25/12	1.2134
7/26/12	1.226
7/27/12	1.2317
7/30/12	1.2246
7/31/12	1.2284
8/1/12	1.2298
8/2/12	1.2346
8/3/12	1.2245
8/6/12	1.2379
8/7/12	1.2436
8/8/12	1.2336
8/9/12	1.2301
8/10/12	1.2262
8/13/12	1.2339
8/14/12	1.2352
8/15/12	1.2276
8/16/12	1.2279
8/17/12	1.2337
8/20/12	1.23
8/21/12	1.2428
8/22/12	1.2448
8/23/12	1.2552
8/24/12	1.2507
8/27/12	1.253
8/28/12	1.2548
8/29/12	1.2545
8/30/12	1.2544
8/31/12	1.2611
9/3/12	1.2568
9/4/12	1.2579
9/5/12	1.2578
9/6/12	1.2638
9/7/12	1.2706
9/10/12	1.2776
9/11/12	1.2787
9/12/12	1.2896
9/13/12	1.291
9/14/12	1.3095
9/17/12	1.3086
9/18/12	1.3054
9/19/12	1.3002
9/20/12	1.2954
9/21/12	1.2988
9/24/12	1.2916
9/25/12	1.2932
9/26/12	1.2845
9/27/12	1.2874
9/28/12	1.293
10/1/12	1.2877
10/2/12	1.293
10/3/12	1.2904
10/4/12	1.2951
10/5/12	1.3002
10/8/12	1.2958
10/9/12	1.2953
10/10/12	1.2889
10/11/12	1.2918
10/12/12	1.297
10/15/12	1.2971
10/16/12	1.3046
10/17/12	1.312
10/18/12	1.3118
10/19/12	1.3035
10/22/12	1.3063
10/23/12	1.3005
10/24/12	1.2942
10/25/12	1.2993
10/26/12	1.2908
10/29/12	1.2898
10/30/12	1.2962
10/31/12	1.2993
11/1/12	1.2975
11/2/12	1.285
11/5/12	1.2777
11/6/12	1.28
11/7/12	1.2746
11/8/12	1.2736
11/9/12	1.2694
11/12/12	1.2735
11/13/12	1.2696
11/14/12	1.2726
11/15/12	1.2756
11/16/12	1.2745
11/19/12	1.2762
11/20/12	1.2809
11/21/12	1.2805
11/22/12	1.2893
11/23/12	1.2909
11/26/12	1.2964
11/27/12	1.2961
11/28/12	1.2891
11/29/12	1.2994
11/30/12	1.2986
12/3/12	1.3057
12/4/12	1.3092
12/5/12	1.3065
12/6/12	1.3072
12/7/12	1.2905
12/10/12	1.293
12/11/12	1.2993
12/12/12	1.304
12/13/12	1.3077
12/14/12	1.3081
12/17/12	1.316
12/18/12	1.3178
12/19/12	1.3302
12/20/12	1.3246
12/21/12	1.3209
12/24/12	1.3218
12/27/12	1.3266
12/28/12	1.3183
12/31/12	1.3194
1/2/13	1.3262
1/3/13	1.3102
1/4/13	1.3012
1/7/13	1.3039
1/8/13	1.3086
1/9/13	1.3056
1/10/13	1.3113
1/11/13	1.3274
1/14/13	1.3341
1/15/13	1.3327
1/16/13	1.3277
1/17/13	1.3368
1/18/13	1.3324
1/21/13	1.3323
1/22/13	1.3317
1/23/13	1.333
1/24/13	1.3349
1/25/13	1.3469
1/28/13	1.3444
1/29/13	1.3433
1/30/13	1.3541
1/31/13	1.355
2/1/13	1.3644
2/4/13	1.3552
2/5/13	1.3537
2/6/13	1.3517
2/7/13	1.3546
2/8/13	1.3374
2/11/13	1.3391
2/12/13	1.3438
2/13/13	1.348
2/14/13	1.3327
2/15/13	1.3325
2/18/13	1.3352
2/19/13	1.3349
2/20/13	1.337
2/21/13	1.3186
2/22/13	1.3186
2/25/13	1.3304
2/26/13	1.3077
2/27/13	1.3097
2/28/13	1.3129
3/1/13	1.3
3/4/13	1.3007
3/5/13	1.3034
3/6/13	1.3035
3/7/13	1.301
3/8/13	1.309
3/11/13	1.2994
3/12/13	1.3053
3/13/13	1.2981
3/14/13	1.2937
3/15/13	1.3086
3/18/13	1.2929
3/19/13	1.2944
3/20/13	1.2945
3/21/13	1.291
3/22/13	1.2948
3/25/13	1.2935
3/26/13	1.2861
3/27/13	1.2768
3/28/13	1.2805
4/2/13	1.284
4/3/13	1.2828
4/4/13	1.2818
4/5/13	1.2944
4/8/13	1.3023
4/9/13	1.304
4/10/13	1.3086
4/11/13	1.3119
4/12/13	1.3052
4/15/13	1.3081
4/16/13	1.3129
4/17/13	1.3129
4/18/13	1.3045
4/19/13	1.3115
4/22/13	1.3037
4/23/13	1.299
4/24/13	1.3006
4/25/13	1.308
4/26/13	1.2999
4/29/13	1.3113
4/30/13	1.3072
5/2/13	1.3191
5/3/13	1.3114
5/6/13	1.3107
5/7/13	1.3107
5/8/13	1.3135
5/9/13	1.3142
5/10/13	1.2988
5/13/13	1.2973
5/14/13	1.2977
5/15/13	1.2864
5/16/13	1.289
5/17/13	1.2869
5/20/13	1.2853
5/21/13	1.2866
5/22/13	1.2923
5/23/13	1.2888
5/24/13	1.2939
5/27/13	1.2939
5/28/13	1.2938
5/29/13	1.2952
5/30/13	1.2944
5/31/13	1.3006
6/3/13	1.3008
6/4/13	1.3092
6/5/13	1.3067
6/6/13	1.3118
6/7/13	1.326
6/10/13	1.3209
6/11/13	1.3273
6/12/13	1.3277
6/13/13	1.3315
6/14/13	1.3303
6/17/13	1.3337
6/18/13	1.3374
6/19/13	1.3406
6/20/13	1.32
6/21/13	1.318
6/24/13	1.3086
6/25/13	1.3134
6/26/13	1.3024
6/27/13	1.3032
6/28/13	1.308
7/1/13	1.3037
7/2/13	1.3017
7/3/13	1.2959
7/4/13	1.2984
7/5/13	1.2883
7/8/13	1.285
7/9/13	1.2857
7/10/13	1.2813
7/11/13	1.3044
7/12/13	1.3034
7/15/13	1.3012
7/16/13	1.3118
7/17/13	1.3136
7/18/13	1.3093
7/19/13	1.3123
7/22/13	1.3166
7/23/13	1.318
7/24/13	1.3246
7/25/13	1.3202
7/26/13	1.326
7/29/13	1.327
7/30/13	1.3284
7/31/13	1.3275
8/1/13	1.3236
8/2/13	1.3203
8/5/13	1.3257
8/6/13	1.328
8/7/13	1.3305
8/8/13	1.336
8/9/13	1.3373
8/12/13	1.328
8/13/13	1.329
8/14/13	1.3243
8/15/13	1.3297
8/16/13	1.334
8/19/13	1.3344
8/20/13	1.3392
8/21/13	1.3384
8/22/13	1.3323
8/23/13	1.3355
8/26/13	1.3361
8/27/13	1.3338
8/28/13	1.3347
8/29/13	1.3266
8/30/13	1.3235
9/2/13	1.3207
9/3/13	1.3172
9/4/13	1.3171
9/5/13	1.3202
9/6/13	1.3117
9/9/13	1.3194
9/10/13	1.324
9/11/13	1.3268
9/12/13	1.329
9/13/13	1.3295
9/16/13	1.3357
9/17/13	1.3356
9/18/13	1.3352
9/19/13	1.3545
9/20/13	1.3514
9/23/13	1.3508
9/24/13	1.3473
9/25/13	1.3504
9/26/13	1.3499
9/27/13	1.3537
9/30/13	1.3505
10/1/13	1.3554
10/2/13	1.3515
10/3/13	1.3594
10/4/13	1.3593
10/7/13	1.3572
10/8/13	1.3576
10/9/13	1.3515
10/10/13	1.3532
10/11/13	1.3566
10/14/13	1.3564
10/15/13	1.3493
10/16/13	1.3561
10/17/13	1.3662
10/18/13	1.3684
10/21/13	1.3667
10/22/13	1.3674
10/23/13	1.3752
10/24/13	1.3805
10/25/13	1.3777
10/28/13	1.3784
10/29/13	1.3768
10/30/13	1.3755
10/31/13	1.3641
11/1/13	1.3505
11/4/13	1.3506
11/5/13	1.3494
11/6/13	1.3517
11/7/13	1.3365
11/8/13	1.3431
11/11/13	1.3394
11/12/13	1.3432
11/13/13	1.3415
11/14/13	1.3436
11/15/13	1.346
11/18/13	1.3517
11/19/13	1.3502
11/20/13	1.3527
11/21/13	1.3472
11/22/13	1.3518
11/25/13	1.3514
11/26/13	1.3547
11/27/13	1.3596
11/28/13	1.3592
11/29/13	1.3611
12/2/13	1.3536
12/3/13	1.3578
12/4/13	1.3592
12/5/13	1.3594
12/6/13	1.3661
12/9/13	1.3722
12/10/13	1.375
12/11/13	1.3767
12/12/13	1.3775
12/13/13	1.3727
12/16/13	1.3776
12/17/13	1.3749
12/18/13	1.3749
12/19/13	1.3667
12/20/13	1.3655
12/23/13	1.3702
12/24/13	1.3684
12/27/13	1.3814
12/30/13	1.3783
12/31/13	1.3791
1/2/14	1.3658
1/3/14	1.3634
1/6/14	1.3602
1/7/14	1.3641
1/8/14	1.3594
1/9/14	1.3612
1/10/14	1.3587
1/13/14	1.3654
1/14/14	1.3667
1/15/14	1.3606
1/16/14	1.3597
1/17/14	1.3584
1/20/14	1.3566
1/21/14	1.3526
1/22/14	1.3566
1/23/14	1.3639
1/24/14	1.3687
1/27/14	1.3658
1/28/14	1.3649
1/29/14	1.3608
1/30/14	1.3574
1/31/14	1.3516
2/3/14	1.3498
2/4/14	1.3519
2/5/14	1.3543
2/6/14	1.3495
2/7/14	1.3574
2/10/14	1.3638
2/11/14	1.3676
2/12/14	1.3573
2/13/14	1.3675
2/14/14	1.3707
2/17/14	1.3699
2/18/14	1.3731
2/19/14	1.3745
2/20/14	1.3706
2/21/14	1.3707
2/24/14	1.3735
2/25/14	1.3754
2/26/14	1.3726
2/27/14	1.3656
2/28/14	1.3813
3/3/14	1.3768
3/4/14	1.3768
3/5/14	1.3732
3/6/14	1.3745
3/7/14	1.3894
3/10/14	1.3881
3/11/14	1.385
3/12/14	1.3887
3/13/14	1.3942
3/14/14	1.3884
3/17/14	1.3906
3/18/14	1.3902
3/19/14	1.3913
3/20/14	1.3762
3/21/14	1.378
3/24/14	1.3774
3/25/14	1.3789
3/26/14	1.3791
3/27/14	1.3758
3/28/14	1.3759
3/31/14	1.3788
4/1/14	1.379
4/2/14	1.3795
4/3/14	1.3771
4/4/14	1.37
4/7/14	1.3723
4/8/14	1.3774
4/9/14	1.3794
4/10/14	1.3867
4/11/14	1.3872
4/14/14	1.3827
4/15/14	1.3803
4/16/14	1.384
4/17/14	1.3855
4/22/14	1.3817
4/23/14	1.3834
4/24/14	1.382
4/25/14	1.3831
4/28/14	1.3861
4/29/14	1.3826
4/30/14	1.385
5/2/14	1.3862
5/5/14	1.3874
5/6/14	1.3945
5/7/14	1.3927
5/8/14	1.3953
5/9/14	1.3781
5/12/14	1.3765
5/13/14	1.3703
5/14/14	1.3719
5/15/14	1.3659
5/16/14	1.3696
5/19/14	1.3715
5/20/14	1.3702
5/21/14	1.3676
5/22/14	1.3668
5/23/14	1.363
5/26/14	1.3635
5/27/14	1.3638
5/28/14	1.3608
5/29/14	1.3612
5/30/14	1.3607
6/2/14	1.3611
6/3/14	1.3645
6/4/14	1.3627
6/5/14	1.3567
6/6/14	1.3642
6/9/14	1.3608
6/10/14	1.3547
6/11/14	1.3547
6/12/14	1.3528
6/13/14	1.3534
6/16/14	1.3532
6/17/14	1.3568
6/18/14	1.3563
6/19/14	1.362
6/20/14	1.3588
6/23/14	1.3596
6/24/14	1.3618
6/25/14	1.3615
6/26/14	1.3606
6/27/14	1.362
6/30/14	1.3658
7/1/14	1.3688
7/2/14	1.3656
7/3/14	1.3646
7/4/14	1.3588
7/7/14	1.3592
7/8/14	1.3589
7/9/14	1.3603
7/10/14	1.3604
7/11/14	1.3595
7/14/14	1.3627
7/15/14	1.3613
7/16/14	1.3532
7/17/14	1.3525
7/18/14	1.3525
7/21/14	1.3518
7/22/14	1.3481
7/23/14	1.3465
7/24/14	1.3472
7/25/14	1.344
7/28/14	1.3433
7/29/14	1.3429
7/30/14	1.3401
7/31/14	1.3379
8/1/14	1.3395
8/4/14	1.3422
8/5/14	1.3382
8/6/14	1.3345
8/7/14	1.3368
8/8/14	1.3388
8/11/14	1.3386
8/12/14	1.3346
8/13/14	1.336
8/14/14	1.3373
8/15/14	1.3388
8/18/14	1.3383
8/19/14	1.3354
8/20/14	1.3284
8/21/14	1.3262
8/22/14	1.3267
8/25/14	1.32
8/26/14	1.3192
8/27/14	1.3177
8/28/14	1.3178
8/29/14	1.3188
9/1/14	1.3133
9/2/14	1.3115
9/3/14	1.3151
9/4/14	1.3015
9/5/14	1.2948
9/8/14	1.2947
9/9/14	1.2902
9/10/14	1.2929
9/11/14	1.2928
9/12/14	1.2931
9/15/14	1.2911
9/16/14	1.2949
9/17/14	1.2956
9/18/14	1.2872
9/19/14	1.2852
9/22/14	1.2845
9/23/14	1.2892
9/24/14	1.2826
9/25/14	1.2712
9/26/14	1.2732
9/29/14	1.2701
9/30/14	1.2583
10/1/14	1.2603
10/2/14	1.2631
10/3/14	1.2616
10/6/14	1.2565
10/7/14	1.2607
10/8/14	1.2645
10/9/14	1.2763
10/10/14	1.2638
10/13/14	1.2679
10/14/14	1.2646
10/15/14	1.2666
10/16/14	1.2749
10/17/14	1.2823
10/20/14	1.2773
10/21/14	1.2762
10/22/14	1.2693
10/23/14	1.2669
10/24/14	1.2659
10/27/14	1.2679
10/28/14	1.2748
10/29/14	1.2737
10/30/14	1.2598
10/31/14	1.2524
11/3/14	1.2493
11/4/14	1.2514
11/5/14	1.248
11/6/14	1.2517
11/7/14	1.2393
11/10/14	1.2486
11/11/14	1.2424
11/12/14	1.2467
11/13/14	1.2456
11/14/14	1.2436
11/17/14	1.2496
11/18/14	1.2514
11/19/14	1.2535
11/20/14	1.2539
11/21/14	1.2422
11/24/14	1.241
11/25/14	1.2424
11/26/14	1.2475
11/27/14	1.248
11/28/14	1.2483
12/1/14	1.2469
12/2/14	1.2424
12/3/14	1.2331
12/4/14	1.2311
12/5/14	1.2362
12/8/14	1.2258
12/9/14	1.2369
12/10/14	1.2392
12/11/14	1.2428
12/12/14	1.245
12/15/14	1.2426
12/16/14	1.2537
12/17/14	1.2448
12/18/14	1.2285
12/19/14	1.2279
12/22/14	1.2259
12/23/14	1.2213
12/24/14	1.2219
12/29/14	1.2197
12/30/14	1.216
12/31/14	1.2141
1/2/15	1.2043
1/5/15	1.1915
1/6/15	1.1914
1/7/15	1.1831
1/8/15	1.1768
1/9/15	1.1813
1/12/15	1.1804
1/13/15	1.1782
1/14/15	1.1775
1/15/15	1.1708
1/16/15	1.1588
1/19/15	1.1605
1/20/15	1.1579
1/21/15	1.1593
1/22/15	1.1618
1/23/15	1.1198
1/26/15	1.1244
1/27/15	1.1306
1/28/15	1.1344
1/29/15	1.1315
1/30/15	1.1305
2/2/15	1.131
2/3/15	1.1376
2/4/15	1.1446
2/5/15	1.141
2/6/15	1.1447
2/9/15	1.1275
2/10/15	1.1297
2/11/15	1.1314
